1,2,3,4,5,6,7,8,9,winner
4,8,9,3,1,5,7,?,?,X
3,4,6,8,9,?,?,?,?,X
1,9,4,6,5,3,?,?,?,O
2,6,1,4,9,8,5,?,?,X
3,7,6,9,8,5,2,4,1,X
2,3,1,8,9,5,4,6,7,X
8,7,4,5,9,6,1,2,3,Equality
6,8,1,3,9,5,2,7,?,O
5,9,1,2,7,4,8,3,6,Equality
6,5,3,8,2,1,7,4,9,X
4,2,5,1,7,8,6,?,?,X
7,2,9,3,8,?,?,?,?,X
8,9,5,2,3,4,6,7,1,Equality
4,6,9,2,7,1,3,8,5,X
4,1,2,5,3,8,7,9,?,O
3,4,5,2,7,?,?,?,?,X
3,4,6,7,5,1,?,?,?,O
7,8,3,4,1,9,5,?,?,X
6,1,8,2,3,5,7,9,?,O
6,7,2,8,9,5,1,3,?,O
7,3,6,1,4,5,8,2,?,O
5,1,4,3,9,8,7,2,?,O
1,5,3,8,6,7,4,9,?,O
1,4,8,3,2,6,5,?,?,X
9,5,7,2,8,?,?,?,?,X
5,2,6,1,7,3,?,?,?,O
7,4,5,6,2,8,9,3,1,X
6,1,9,8,3,?,?,?,?,X
6,5,1,8,2,9,3,?,?,X
3,7,1,5,9,8,2,?,?,X
1,6,9,7,3,2,4,5,8,Equality
1,6,8,2,4,5,3,7,9,Equality
4,8,6,7,2,1,5,?,?,X
4,7,5,1,9,3,6,?,?,X
6,3,4,2,8,5,1,9,7,X
1,9,7,5,8,6,3,2,4,X
5,3,1,8,7,2,9,?,?,X
4,1,3,7,5,2,8,9,6,X
7,4,2,6,3,9,8,1,5,X
8,9,5,4,7,6,2,?,?,X
4,9,5,1,6,?,?,?,?,X
4,6,2,8,9,7,3,5,1,X
2,6,9,4,7,3,5,8,1,X
3,6,1,8,5,4,2,?,?,X
5,2,4,1,6,?,?,?,?,X
7,2,8,1,5,4,3,?,?,X
6,8,4,2,9,1,7,5,?,O
4,2,8,9,6,7,1,3,5,X
1,4,5,8,7,3,2,6,9,X
2,5,6,7,3,4,8,1,?,O
8,2,1,3,9,5,6,7,?,O
4,3,9,6,5,2,7,1,?,O
1,5,7,4,2,8,6,3,9,Equality
2,9,5,6,3,8,7,?,?,X
5,2,3,1,7,?,?,?,?,X
1,8,7,3,9,6,5,?,?,X
2,4,3,6,5,7,8,?,?,X
7,3,5,1,8,9,4,6,?,O
3,1,5,9,8,6,7,?,?,X
1,8,3,4,6,5,2,?,?,X
6,2,3,5,4,8,?,?,?,O
6,3,5,7,9,8,4,?,?,X
1,5,8,9,3,4,6,2,7,Equality
2,6,7,5,3,9,8,1,?,O
6,2,4,7,8,9,3,1,5,X
1,8,9,4,7,5,3,6,?,O
8,6,7,5,1,3,4,?,?,X
7,6,3,2,5,?,?,?,?,X
7,1,6,3,2,9,8,5,?,O
8,2,1,4,5,9,6,7,3,Equality
3,7,5,6,1,4,2,?,?,X
4,5,7,2,3,9,1,?,?,X
9,7,8,6,4,2,3,5,1,Equality
3,9,7,1,5,?,?,?,?,X
6,4,7,9,5,2,3,?,?,X
4,6,2,1,8,3,7,9,?,O
7,6,9,1,8,?,?,?,?,X
8,2,1,7,5,4,3,9,6,Equality
3,8,7,4,6,2,5,?,?,X
1,7,5,4,9,?,?,?,?,X
5,4,8,6,1,2,3,7,9,X
1,2,3,7,9,5,4,6,8,Equality
8,9,5,7,3,2,6,4,1,Equality
4,7,6,1,2,5,9,8,3,X
5,3,1,2,8,9,6,4,7,Equality
6,9,7,2,1,5,8,3,4,X
5,4,6,2,8,7,3,9,1,Equality
5,7,1,2,4,3,6,?,?,X
1,4,8,9,5,6,2,?,?,X
5,9,6,1,8,7,4,?,?,X
4,5,3,2,1,8,?,?,?,O
7,2,5,1,8,4,3,?,?,X
1,7,8,9,2,6,3,?,?,X
4,6,9,5,1,7,2,8,3,X
4,3,6,8,9,1,2,5,7,Equality
1,9,6,7,5,2,8,4,3,Equality
3,9,5,2,8,1,4,7,6,X
4,6,9,3,2,5,7,1,8,X
7,1,2,4,5,6,9,3,8,X
3,1,7,8,5,?,?,?,?,X
9,8,5,4,3,1,2,7,?,O
2,4,6,9,5,8,7,3,1,Equality
9,8,7,5,6,3,1,2,?,O
4,9,6,5,7,3,2,8,1,X
6,3,2,7,1,8,9,5,?,O
7,6,1,9,8,2,4,?,?,X
7,3,2,1,9,4,8,?,?,X
1,2,7,4,6,3,8,9,5,Equality
6,1,3,8,9,?,?,?,?,X
6,1,3,7,4,5,9,?,?,X
7,3,8,5,1,2,9,?,?,X
1,8,5,2,3,6,9,?,?,X
4,8,7,6,1,?,?,?,?,X
5,7,4,3,9,8,2,1,6,X
7,3,8,2,6,9,4,1,?,O
4,1,6,9,7,3,8,2,?,O
4,6,7,5,9,1,3,8,2,Equality
1,4,2,7,3,?,?,?,?,X
1,4,7,5,9,8,3,6,?,O
1,2,5,7,4,6,3,8,9,X
1,6,8,5,7,4,?,?,?,O
6,3,8,1,9,5,7,?,?,X
1,8,7,9,6,2,3,4,5,X
7,3,5,8,1,4,9,?,?,X
8,5,9,1,7,?,?,?,?,X
4,7,8,5,6,9,2,3,?,O
5,2,7,8,1,6,4,?,?,X
8,4,2,5,9,6,?,?,?,O
5,1,9,3,2,6,4,8,7,Equality
4,1,3,8,7,6,2,5,9,Equality
1,6,5,4,7,8,3,?,?,X
1,4,2,6,5,9,3,?,?,X
3,5,4,6,7,8,1,?,?,X
3,7,1,6,5,8,9,?,?,X
5,9,3,1,6,4,2,8,7,X
2,3,4,8,9,7,1,5,?,O
2,9,1,6,4,8,7,?,?,X
9,7,1,8,3,5,6,?,?,X
3,1,7,4,2,5,8,9,?,O
5,6,4,8,2,9,1,3,?,O
5,7,2,3,1,6,8,?,?,X
5,1,3,7,8,9,6,2,4,X
7,6,9,2,5,1,8,?,?,X
1,4,9,6,8,7,2,3,5,X
3,8,6,9,7,1,2,4,5,X
3,9,4,6,5,7,2,1,8,X
7,1,9,2,4,6,5,3,?,O
3,8,6,7,4,2,9,?,?,X
6,9,2,7,8,1,3,5,?,O
5,4,8,3,7,2,9,?,?,X
3,9,8,7,5,6,2,?,?,X
6,7,2,9,3,4,8,1,?,O
8,7,9,4,3,6,2,1,?,O
1,4,6,2,9,5,7,3,8,X
7,2,4,3,1,?,?,?,?,X
9,8,7,4,5,6,3,?,?,X
6,8,9,7,1,4,5,?,?,X
1,2,9,8,5,?,?,?,?,X
3,8,4,2,1,7,9,6,5,X
5,4,6,2,3,7,8,9,1,Equality
1,6,3,5,2,?,?,?,?,X
2,7,3,8,1,?,?,?,?,X
6,3,7,8,9,1,2,4,5,Equality
8,2,6,7,1,5,4,9,3,Equality
5,6,8,1,4,3,2,?,?,X
3,5,8,2,1,4,7,9,6,Equality
1,7,5,6,9,?,?,?,?,X
2,6,7,8,9,1,5,4,3,X
1,4,6,7,9,5,8,3,?,O
4,7,8,3,5,1,6,?,?,X
8,2,4,6,5,9,3,1,7,X
6,3,4,1,8,2,?,?,?,O
6,8,2,7,9,4,1,3,5,X
6,8,4,7,5,?,?,?,?,X
8,7,3,6,4,9,2,1,5,X
1,4,3,5,2,?,?,?,?,X
7,3,1,5,8,4,2,6,?,O
2,8,6,3,7,1,4,9,5,X
8,7,2,1,3,9,5,?,?,X
1,7,6,4,5,2,9,?,?,X
6,3,5,7,1,4,8,2,9,X
2,6,4,3,7,1,8,9,?,O
7,1,5,4,9,3,6,8,2,Equality
5,4,3,1,7,?,?,?,?,X
5,6,8,1,3,4,2,?,?,X
8,7,2,3,6,4,5,?,?,X
3,6,8,4,1,2,9,7,5,X
5,8,4,2,7,1,3,?,?,X
3,4,6,1,5,8,9,?,?,X
1,9,6,7,8,3,5,4,2,X
2,6,9,3,4,8,1,5,7,X
2,7,4,6,1,8,5,9,?,O
4,2,8,6,3,7,1,9,5,Equality
5,7,1,3,4,2,6,?,?,X
5,9,1,2,4,6,3,7,8,Equality
8,9,2,4,3,6,7,5,?,O
2,3,1,6,4,9,?,?,?,O
7,9,5,3,6,4,8,1,2,X
3,2,5,7,1,4,6,9,8,Equality
4,5,7,8,2,9,1,?,?,X
8,3,6,4,1,2,7,9,5,Equality
3,9,1,6,5,7,2,?,?,X
7,4,9,8,3,1,5,?,?,X
5,1,9,6,4,3,8,2,?,O
9,2,8,1,5,3,?,?,?,O
3,2,5,9,1,6,4,7,8,Equality
9,2,7,4,1,5,3,6,?,O
7,4,8,3,9,?,?,?,?,X
7,3,2,5,1,9,6,8,4,X
5,1,3,8,6,2,4,?,?,X
9,3,5,7,4,2,6,?,?,X
3,4,6,8,9,?,?,?,?,X
8,6,2,3,5,?,?,?,?,X
1,6,4,5,7,?,?,?,?,X
5,9,2,3,8,?,?,?,?,X
5,3,9,6,2,8,4,1,7,Equality
3,4,1,6,7,8,5,?,?,X
9,8,1,5,4,3,2,6,7,X
8,4,2,7,9,1,?,?,?,O
7,1,4,9,8,2,6,5,?,O
9,4,2,7,6,8,5,3,1,X
6,7,5,9,8,2,3,4,1,Equality
5,3,6,2,7,9,4,?,?,X
1,5,2,4,7,3,6,8,9,Equality
6,2,7,9,3,8,1,5,?,O
1,7,5,2,9,?,?,?,?,X
6,1,3,8,5,2,7,?,?,X
4,5,6,8,2,9,1,3,7,X
4,5,8,2,6,3,7,1,?,O
4,8,9,2,7,5,?,?,?,O
8,9,3,2,4,1,7,5,?,O
9,1,6,5,2,4,8,7,?,O
8,5,1,4,7,6,?,?,?,O
2,7,9,1,3,5,8,4,?,O
9,1,2,3,4,7,8,5,?,O
5,2,3,1,8,4,7,?,?,X
1,5,8,7,6,3,?,?,?,O
7,2,1,9,5,4,3,?,?,X
7,1,8,4,5,6,3,?,?,X
1,4,8,3,2,6,5,?,?,X
6,7,4,9,2,3,5,?,?,X
4,1,5,8,2,3,6,?,?,X
2,4,7,5,6,9,3,1,?,O
1,2,5,6,4,3,8,9,?,O
9,7,5,6,2,4,3,1,?,O
5,1,2,4,9,6,3,7,?,O
2,6,9,1,5,3,7,8,4,Equality
7,1,4,2,6,3,?,?,?,O
2,1,6,5,4,9,?,?,?,O
4,7,6,5,1,9,2,3,?,O
7,6,9,5,3,1,8,?,?,X
4,1,5,7,8,6,9,2,3,Equality
1,3,8,7,5,2,6,9,4,X
4,7,8,1,2,3,5,?,?,X
2,4,5,6,9,7,3,8,1,X
8,7,9,5,4,6,2,3,?,O
4,1,3,8,9,5,7,6,2,Equality
9,1,6,7,8,2,4,3,?,O
5,7,6,4,2,1,?,?,?,O
4,5,8,9,6,2,7,3,1,X
6,3,2,5,4,1,7,8,9,Equality
1,3,7,4,5,9,2,6,?,O
2,9,6,1,8,5,?,?,?,O
7,6,3,1,4,9,8,5,?,O
3,5,8,7,6,9,1,2,4,Equality
5,9,4,2,3,1,8,7,6,X
2,1,5,6,8,?,?,?,?,X
7,8,5,4,3,?,?,?,?,X
5,8,3,7,6,1,4,?,?,X
9,2,1,7,6,3,5,?,?,X
6,1,3,8,5,9,2,7,?,O
4,3,9,5,6,2,1,7,?,O
1,5,8,7,2,4,3,?,?,X
4,7,9,2,5,1,3,8,6,X
1,9,7,2,3,6,4,?,?,X
9,1,7,8,3,2,4,5,?,O
9,4,3,2,1,8,6,?,?,X
4,1,3,9,6,5,?,?,?,O
6,9,2,7,3,5,8,1,?,O
5,8,9,1,7,4,3,?,?,X
7,1,6,9,3,4,5,?,?,X
6,8,9,3,1,5,7,4,2,Equality
7,6,4,9,2,5,8,1,?,O
9,5,1,8,7,6,2,4,?,O
9,7,2,6,5,3,8,?,?,X
2,6,8,9,4,7,1,5,3,X
3,4,9,5,6,?,?,?,?,X
4,2,6,9,1,3,5,?,?,X
7,6,9,8,1,3,2,4,5,X
2,3,8,9,6,1,4,7,5,X
2,7,8,3,6,5,?,?,?,O
2,3,9,7,8,5,?,?,?,O
9,2,3,7,1,5,6,?,?,X
1,6,7,5,2,3,9,4,?,O
7,2,4,3,9,8,5,6,1,X
8,1,9,5,7,?,?,?,?,X
6,8,2,4,9,5,7,3,1,Equality
8,4,7,9,3,1,6,5,?,O
3,7,6,1,2,8,9,?,?,X
7,6,8,3,2,9,?,?,?,O
6,3,1,8,2,5,7,9,4,X
1,7,3,8,6,2,4,9,?,O
4,8,2,6,1,5,9,3,7,X
9,7,8,1,4,3,2,6,5,X
6,5,7,9,2,3,8,4,1,Equality
1,5,8,9,3,7,6,2,4,Equality
6,9,2,5,3,8,7,1,?,O
9,1,2,5,6,4,8,3,7,X
4,8,6,1,3,2,9,?,?,X
7,5,9,3,2,6,1,8,4,X
5,6,8,9,1,3,?,?,?,O
6,1,8,7,5,2,4,?,?,X
5,3,2,6,8,?,?,?,?,X
5,7,6,2,3,4,9,?,?,X
8,2,3,1,9,6,7,?,?,X
3,9,4,2,5,6,1,7,8,Equality
5,3,2,7,6,4,1,9,8,X
2,3,8,9,6,4,7,1,5,X
1,6,8,9,7,2,4,?,?,X
5,1,9,3,8,4,6,7,?,O
9,1,4,6,8,5,3,7,2,Equality
1,4,8,3,7,2,6,9,5,Equality
3,6,5,4,2,7,1,?,?,X
9,4,5,1,2,7,?,?,?,O
1,8,4,6,5,9,7,?,?,X
6,5,8,9,1,3,7,2,4,X
5,7,4,2,3,8,9,1,6,X
3,2,4,5,8,1,7,9,?,O
9,8,6,1,3,?,?,?,?,X
6,1,5,2,9,4,3,?,?,X
8,1,6,5,9,2,3,?,?,X
1,4,8,6,2,7,5,?,?,X
5,6,9,2,7,8,3,?,?,X
9,2,8,6,1,7,3,4,5,X
6,1,3,9,7,4,8,2,5,X
6,8,7,5,1,3,9,2,?,O
5,8,1,2,6,4,9,?,?,X
4,9,2,7,6,3,1,5,?,O
6,1,9,4,3,?,?,?,?,X
1,7,2,4,8,5,6,9,3,X
7,6,4,9,8,1,2,5,?,O
9,2,7,1,6,5,8,?,?,X
6,2,7,3,8,5,4,1,?,O
5,2,3,7,6,1,4,?,?,X
7,1,3,4,9,6,8,?,?,X
6,4,1,3,7,9,5,2,8,Equality
9,2,7,3,6,8,5,1,?,O
4,8,6,5,1,2,?,?,?,O
3,5,7,8,1,4,9,6,?,O
4,9,5,3,2,1,8,?,?,X
9,4,6,5,3,?,?,?,?,X
4,5,3,8,6,7,1,2,?,O
2,3,6,1,5,8,7,9,4,X
1,5,7,4,8,9,6,2,3,Equality
7,5,4,1,3,8,9,6,2,Equality
2,3,4,5,8,9,6,7,?,O
9,8,5,1,3,4,6,?,?,X
6,3,2,7,4,9,5,?,?,X
1,7,9,5,3,2,4,6,8,Equality
5,9,7,2,6,8,3,?,?,X
8,7,1,2,9,5,6,3,?,O
7,1,8,4,5,3,9,?,?,X
8,2,6,1,5,3,?,?,?,O
8,6,5,4,7,1,2,?,?,X
1,7,6,2,9,8,3,?,?,X
2,5,7,9,6,3,1,8,4,X
9,2,6,5,8,7,4,1,3,X
1,3,4,8,2,5,6,9,7,X
1,4,9,3,7,8,6,2,5,X
7,9,5,4,8,1,2,?,?,X
6,9,1,5,8,2,7,3,4,X
7,4,8,1,5,9,6,2,3,X
2,7,5,1,9,8,3,4,?,O
5,1,8,3,9,2,?,?,?,O
4,8,5,9,7,3,6,?,?,X
7,2,6,8,1,3,5,9,4,X
2,6,1,3,4,8,9,5,7,X
8,1,3,9,2,6,7,4,5,X
5,7,4,3,1,8,2,6,9,X
5,9,2,6,8,?,?,?,?,X
5,3,1,6,2,4,7,9,?,O
6,7,3,1,4,5,8,9,?,O
9,6,7,5,4,2,1,?,?,X
5,8,3,7,1,9,?,?,?,O
9,1,7,2,3,4,5,?,?,X
6,2,7,9,5,1,3,?,?,X
8,1,3,5,9,4,2,6,?,O
4,2,8,7,6,9,3,5,1,Equality
7,1,5,8,2,4,6,9,3,X
5,4,8,2,7,1,9,?,?,X
3,9,7,2,5,?,?,?,?,X
5,9,8,6,7,3,?,?,?,O
4,8,9,3,1,6,5,?,?,X
7,4,1,9,8,6,2,5,?,O
6,5,1,2,8,7,4,3,?,O
4,8,1,7,6,9,?,?,?,O
7,1,5,3,9,8,4,2,?,O
8,6,3,1,9,7,5,2,4,Equality
3,7,8,9,1,6,4,2,5,Equality
5,1,4,7,2,3,8,?,?,X
7,5,2,8,4,3,9,6,1,X
3,1,6,4,2,5,8,7,?,O
3,2,1,8,7,5,?,?,?,O
5,7,3,2,9,6,4,8,1,X
5,2,1,4,9,?,?,?,?,X
3,4,5,7,1,6,2,?,?,X
8,2,7,4,6,1,5,9,3,X
4,6,5,2,7,8,9,1,3,X
1,6,4,5,7,?,?,?,?,X
7,9,5,4,8,6,2,?,?,X
8,6,3,2,4,7,9,5,1,Equality
9,1,5,3,2,8,6,4,7,Equality
7,8,1,5,2,4,9,6,?,O
5,9,7,1,4,8,2,6,3,X
9,4,7,2,8,?,?,?,?,X
1,5,7,3,2,8,6,9,4,X
9,3,5,4,1,?,?,?,?,X
6,5,8,4,9,1,2,3,7,X
4,7,9,3,1,5,?,?,?,O
1,7,2,5,8,4,3,?,?,X
7,4,9,6,8,?,?,?,?,X
1,9,7,8,4,?,?,?,?,X
9,3,8,4,5,1,2,?,?,X
7,5,9,1,4,2,6,3,?,O
6,8,7,1,3,4,9,?,?,X
6,3,8,1,7,4,2,9,5,X
1,2,7,9,3,8,4,?,?,X
3,4,1,5,8,9,2,?,?,X
8,4,7,9,3,5,2,1,?,O
6,2,3,4,9,?,?,?,?,X
2,5,7,1,9,3,4,8,6,Equality
4,9,2,3,7,1,5,8,6,X
4,1,7,2,9,8,3,5,?,O
2,3,4,7,8,9,6,5,?,O
8,9,5,1,6,7,2,?,?,X
9,4,5,7,2,8,3,1,?,O
1,4,5,8,2,7,9,?,?,X
9,2,7,4,5,3,6,8,1,X
7,6,2,1,4,8,9,3,5,Equality
3,8,6,5,2,9,7,4,1,X
7,8,4,1,6,3,9,5,2,Equality
4,8,2,3,5,1,9,7,6,X
5,3,1,6,8,7,4,2,9,X
2,1,9,6,3,4,8,5,?,O
3,1,4,2,8,6,5,9,7,X
7,5,1,6,4,?,?,?,?,X
7,8,3,4,2,5,6,9,1,X
7,4,3,5,2,1,9,8,6,X
6,9,1,8,4,5,7,?,?,X
9,7,1,8,2,5,4,6,3,X
3,6,5,2,7,?,?,?,?,X
2,5,9,3,8,7,?,?,?,O
1,4,6,5,9,8,7,3,2,Equality
9,8,7,3,5,1,4,2,?,O
9,2,7,6,4,8,1,?,?,X
7,8,6,1,3,9,4,5,?,O
2,6,8,3,1,4,5,?,?,X
7,6,4,9,1,?,?,?,?,X
5,6,9,2,7,3,8,?,?,X
2,7,1,5,9,4,6,3,?,O
6,8,7,4,3,9,2,5,1,X
2,7,4,1,3,5,9,6,8,Equality
7,3,2,5,1,8,4,?,?,X
8,4,5,2,3,1,7,?,?,X
8,6,7,3,9,?,?,?,?,X
7,9,3,2,1,5,6,8,?,O
4,1,5,7,6,?,?,?,?,X
9,1,6,4,3,?,?,?,?,X
9,4,1,3,2,6,5,?,?,X
8,5,1,7,4,3,?,?,?,O
5,6,4,2,7,1,3,?,?,X
3,2,7,4,9,5,6,?,?,X
4,7,9,2,1,3,6,5,?,O
9,7,4,5,2,8,6,1,3,X
4,1,3,8,5,2,6,?,?,X
7,4,9,6,8,?,?,?,?,X
7,9,8,5,2,3,6,1,?,O
8,1,3,4,2,9,7,6,5,X
9,1,5,4,2,7,?,?,?,O
9,8,7,1,2,6,5,3,4,Equality
9,5,8,2,6,1,7,?,?,X
1,3,4,5,7,?,?,?,?,X
1,9,7,6,5,8,2,4,3,X
2,8,5,6,7,4,3,?,?,X
8,3,7,9,2,1,4,5,?,O
7,1,5,2,4,3,?,?,?,O
5,9,3,2,6,1,8,7,4,X
5,6,3,8,2,9,1,?,?,X
7,9,6,2,5,3,4,?,?,X
4,2,6,9,7,8,3,5,?,O
2,7,5,4,8,?,?,?,?,X
1,8,4,9,5,3,6,?,?,X
9,6,4,1,5,7,2,3,8,X
7,5,1,6,3,2,8,4,?,O
6,4,9,3,2,8,7,1,5,Equality
7,6,5,8,3,?,?,?,?,X
3,7,1,9,6,2,5,4,8,Equality
9,8,3,6,5,2,4,7,1,X
7,8,6,5,4,2,?,?,?,O
7,3,9,1,2,8,6,4,5,Equality
7,2,1,5,8,3,9,?,?,X
3,7,8,5,2,6,4,1,9,Equality
2,1,9,7,8,4,?,?,?,O
2,4,8,3,1,6,9,7,5,X
7,5,9,3,4,1,8,?,?,X
4,1,7,9,8,2,6,3,?,O
6,7,8,3,4,2,9,5,?,O
3,8,1,4,6,7,2,?,?,X
3,9,6,2,5,8,4,?,?,X
5,8,7,9,1,3,6,2,4,X
5,9,8,6,4,2,7,3,?,O
4,8,3,9,2,1,7,6,5,X
9,4,2,5,3,8,6,?,?,X
6,5,2,8,4,3,1,7,?,O
2,1,8,5,7,4,9,?,?,X
3,8,4,9,5,7,?,?,?,O
9,4,7,2,5,3,6,1,?,O
5,9,1,3,4,8,7,?,?,X
6,3,2,8,1,9,5,7,?,O
6,4,2,5,9,8,3,?,?,X
2,7,8,5,4,6,1,9,3,X
5,8,3,9,6,4,1,2,7,X
2,9,4,5,6,3,7,1,?,O
6,8,5,1,4,?,?,?,?,X
5,4,3,9,1,8,6,7,?,O
1,5,7,4,3,2,8,6,?,O
8,1,4,9,6,7,2,3,5,X
2,6,9,4,5,8,1,?,?,X
6,8,3,5,4,2,?,?,?,O
5,1,2,7,9,3,6,8,4,X
9,2,8,6,1,4,5,?,?,X
8,2,4,5,6,7,9,3,?,O
1,7,6,4,3,8,9,?,?,X
5,4,2,7,3,9,1,?,?,X
8,6,1,5,2,9,7,3,?,O
9,1,4,5,6,3,7,2,?,O
7,1,5,3,6,2,?,?,?,O
2,1,3,5,7,8,6,9,?,O
2,3,5,7,9,8,6,1,4,X
5,9,6,2,3,1,4,?,?,X
5,8,6,7,1,4,9,?,?,X
1,8,9,6,2,3,5,?,?,X
3,9,8,4,1,6,2,?,?,X
8,6,7,2,4,5,1,?,?,X
2,9,3,5,1,?,?,?,?,X
3,8,2,9,5,4,7,?,?,X
1,4,5,7,3,2,8,6,9,X
4,1,7,9,2,8,5,3,6,X
5,4,8,1,6,7,?,?,?,O
2,6,5,3,4,8,9,1,7,Equality
1,8,6,4,9,2,3,?,?,X
8,2,5,1,3,6,9,4,7,X
8,2,6,4,7,3,9,?,?,X
1,9,3,2,5,7,8,6,4,Equality
3,8,1,5,2,?,?,?,?,X
9,6,1,7,8,3,5,?,?,X
5,7,6,4,1,9,2,8,?,O
6,7,9,3,2,1,4,5,?,O
8,2,6,1,4,5,9,7,3,X
7,3,1,6,4,?,?,?,?,X
7,5,4,9,6,8,1,?,?,X
1,9,6,8,4,3,7,?,?,X
3,2,5,8,1,7,9,?,?,X
2,6,3,4,1,?,?,?,?,X
4,5,9,6,2,3,1,8,7,X
6,5,7,3,9,4,8,?,?,X
4,6,9,5,8,2,1,7,3,Equality
8,6,1,4,5,7,3,2,9,X
4,9,2,5,8,6,3,7,1,X
5,9,3,1,6,8,4,?,?,X
6,3,1,8,2,4,9,5,7,Equality
1,9,2,6,4,8,3,?,?,X
8,4,2,5,7,1,9,?,?,X
4,3,1,6,7,?,?,?,?,X
7,1,4,5,8,9,?,?,?,O
4,3,6,9,1,5,8,2,7,X
9,4,7,8,1,2,5,?,?,X
6,7,3,8,2,5,4,9,?,O
4,9,5,8,1,7,?,?,?,O
7,3,5,9,4,1,6,?,?,X
5,7,8,1,4,3,2,?,?,X
1,8,5,7,3,9,?,?,?,O
4,1,9,7,8,5,6,3,?,O
5,7,8,9,6,1,4,?,?,X
1,7,2,8,3,?,?,?,?,X
8,3,4,1,7,2,?,?,?,O
7,3,1,9,2,6,?,?,?,O
4,2,5,8,9,7,1,?,?,X
2,5,7,3,9,4,8,?,?,X
2,7,1,9,3,?,?,?,?,X
6,5,1,7,8,4,3,9,2,X
4,5,7,1,6,2,3,8,?,O
5,8,1,2,3,4,9,?,?,X
1,6,3,2,8,5,4,7,9,Equality
4,6,1,8,2,3,7,?,?,X
5,3,7,6,2,4,8,?,?,X
3,2,6,7,4,5,8,9,1,Equality
2,1,8,3,9,7,6,5,?,O
5,8,4,9,6,?,?,?,?,X
8,6,9,5,7,?,?,?,?,X
7,6,3,2,8,5,1,9,4,X
3,9,2,8,6,4,5,7,?,O
9,2,3,6,4,7,8,1,5,Equality
3,8,1,9,6,5,2,?,?,X
9,3,1,5,7,6,4,?,?,X
2,9,6,4,1,7,3,?,?,X
6,4,3,9,1,2,7,5,8,Equality
8,7,3,4,6,5,1,9,2,X
4,7,5,2,8,6,1,9,3,Equality
7,2,6,3,4,8,1,?,?,X
2,5,4,1,7,9,?,?,?,O
8,2,4,9,1,7,6,3,5,X
4,7,2,3,9,6,1,5,?,O
7,3,5,8,6,2,9,1,?,O
7,4,6,9,1,3,2,5,8,Equality
1,2,3,4,7,8,9,6,5,X
5,9,3,7,1,8,?,?,?,O
7,4,3,8,5,?,?,?,?,X
1,4,3,2,9,6,7,5,?,O
3,7,9,4,1,8,2,?,?,X
6,8,3,7,9,?,?,?,?,X
5,2,3,4,6,9,8,1,7,X
2,5,9,3,6,4,1,7,?,O
1,6,3,9,7,4,5,?,?,X
7,3,4,6,2,5,1,?,?,X
9,1,4,2,6,7,5,?,?,X
8,9,1,4,6,5,7,2,3,Equality
6,2,9,7,5,4,1,?,?,X
8,2,5,7,3,9,4,6,1,Equality
5,2,8,4,3,7,9,6,1,X
6,4,5,9,8,1,7,2,3,X
5,3,4,8,7,9,6,?,?,X
8,1,3,5,7,2,9,?,?,X
6,2,1,4,5,9,3,7,8,Equality
4,2,8,5,6,1,7,9,?,O
1,9,8,7,6,3,5,2,4,X
7,2,6,5,8,9,1,4,3,Equality
8,4,6,5,1,2,7,9,3,Equality
7,8,9,2,4,5,?,?,?,O
1,7,5,3,8,6,4,2,9,X
7,3,6,2,4,8,9,5,?,O
1,5,9,4,7,6,?,?,?,O
5,3,9,1,8,7,4,6,2,X
4,5,9,6,8,3,7,?,?,X
9,7,6,3,8,4,5,1,?,O
5,9,8,3,1,4,7,6,?,O
1,3,7,5,8,9,4,?,?,X
2,4,5,8,1,3,7,9,6,Equality
2,7,3,4,9,6,1,?,?,X
9,8,7,2,6,5,?,?,?,O
4,1,9,3,6,7,5,?,?,X
3,2,8,7,6,9,5,4,1,Equality
6,8,4,9,3,5,1,2,?,O
2,1,5,3,7,4,9,6,8,X
8,7,2,5,3,4,6,1,?,O
3,2,9,6,7,1,4,8,5,X
9,3,1,2,7,6,4,?,?,X
4,2,7,9,1,?,?,?,?,X
5,3,4,9,7,1,2,8,6,X
5,4,8,2,3,6,7,?,?,X
9,6,4,1,8,2,7,?,?,X
9,8,2,6,3,7,4,1,5,Equality
4,6,9,1,5,7,8,3,2,X
3,6,5,2,1,7,9,?,?,X
8,4,6,2,1,3,7,5,9,X
4,1,9,8,7,3,5,6,2,Equality
6,9,1,4,3,5,2,?,?,X
6,3,2,4,8,1,9,5,7,X
4,2,3,7,6,1,5,?,?,X
7,6,4,3,1,?,?,?,?,X
5,2,1,7,6,9,3,4,8,Equality
4,2,1,9,7,?,?,?,?,X
6,9,4,1,2,7,3,5,?,O
2,4,7,6,3,5,?,?,?,O
9,8,5,2,6,7,1,?,?,X
8,9,4,1,2,7,5,?,?,X
1,9,4,8,7,?,?,?,?,X
8,9,2,3,4,7,6,5,?,O
9,5,7,8,6,3,2,1,4,Equality
8,1,9,4,6,3,5,7,?,O
5,7,8,4,3,6,2,?,?,X
2,7,4,8,5,9,?,?,?,O
6,1,4,3,5,?,?,?,?,X
6,1,3,7,8,4,?,?,?,O
2,6,9,1,5,7,4,3,8,X
9,5,4,8,2,3,7,1,6,Equality
9,2,8,1,6,4,7,?,?,X
6,3,5,4,8,1,2,?,?,X
2,7,1,4,6,5,3,?,?,X
9,8,6,4,1,3,2,5,7,Equality
